iter,loss,rmse
431,2.6283,0.6836
432,2.6273,0.6768
433,2.6262,0.6750
434,2.6251,0.6652
435,2.6240,0.6800
436,2.6230,0.6815
437,2.6219,0.6793
438,2.6209,0.6735
439,2.6198,0.6706
440,2.6188,0.6759
441,2.6177,0.6659
442,2.6166,0.6657
443,2.6156,0.6803
444,2.6146,0.6747
445,2.6135,0.6738
446,2.6125,0.6691
447,2.6115,0.6760
448,2.6105,0.6798
